Distance,IDIM,LOCAL_COUNT,PIV_IDIM,PIV_COUNT
1.68,1.373772221,999500,2.173239094,500
1.69,1.372420197,999500,2.148287378,500
1.7,1.371431871,999500,2.125043544,500
1.71,1.370801269,999500,2.103407366,500
1.72,1.370522541,999500,2.083286732,500
1.73,1.370589952,999500,2.06459683,500
1.74,1.370997874,999500,2.047259413,500
1.75,1.371740787,999500,2.031202162,500
1.76,1.372813267,999500,2.016358116,500
1.77,1.374209983,999500,2.002665164,500
1.78,1.375925693,999500,1.990065599,500
1.79,1.377955238,999500,1.978505714,500
1.8,1.380293541,999500,1.967935443,500
1.81,1.382935601,999500,1.958308047,500
1.82,1.385876488,999500,1.94957982,500
1.83,1.386373701,999500,1.941709839,500
1.84,1.384533572,999500,1.934659725,500
1.85,1.383069984,999500,1.928393444,500
1.86,1.381969895,999500,1.92287711,500
1.87,1.38122084,999500,1.918078824,500
1.88,1.380810884,999500,1.913968512,500
1.89,1.380728597,999500,1.910517794,500
1.9,1.38096302,999500,1.907699848,500
1.91,1.381503639,999500,1.905489305,500
1.92,1.382340361,999500,1.903862133,500
1.93,1.383463487,999500,1.902795549,500
1.94,1.384863691,999500,1.902267929,500
1.95,1.386532002,999500,1.902258725,500
1.96,1.388459782,999500,1.902748393,500
1.97,1.390638713,999500,1.903718327,500
1.98,1.393060774,999500,1.905150796,500
1.99,1.395718232,999500,1.907028887,500
2,1.398603625,999500,1.909336453,500
2.01,1.401709751,999500,1.912058065,500
2.02,1.405029655,999500,1.915178968,500
2.03,1.408556618,999500,1.918685044,500
2.04,1.412284149,999500,1.922562768,500
2.05,1.416205973,999500,1.926799182,500
2.06,1.420316024,999500,1.931381856,500
2.07,1.424608437,999500,1.936298867,500
2.08,1.429077539,999500,1.941538765,500
2.09,1.433717844,999500,1.947090554,500
2.1,1.438524043,999500,1.952943665,500
2.11,1.443491003,999500,1.959087938,500
2.12,1.448613754,999500,1.965513601,500
2.13,1.453887488,999500,1.972211254,500
2.14,1.459307555,999500,1.979171847,500
2.15,1.464869451,999500,1.986386671,500
2.16,1.47056882,999500,1.993847338,500
2.17,1.476401446,999500,2.00154577,500
2.18,1.482363247,999500,2.009474185,500
2.19,1.488450273,999500,2.017625083,500
2.2,1.494658703,999500,2.02599124,500
2.21,1.500984837,999500,2.03456569,500
2.22,1.507425093,999500,2.04334172,500
2.23,1.513976008,999500,2.052312858,500
2.24,1.520634226,999500,2.061472865,500
2.25,1.527396504,999500,2.070815723,500
2.26,1.534259699,999500,2.080335632,500
2.27,1.541220775,999500,2.090026996,500
2.28,1.548276789,999500,2.09988442,500
2.29,1.555424898,999500,2.1099027,500
2.3,1.562662348,999500,2.120076815,500
2.31,1.569986477,999500,2.130401925,500
2.32,1.577394708,999500,2.140873359,500
2.33,1.58488455,999500,2.151486611,500
2.34,1.592453592,999500,2.162237337,500
2.35,1.600099502,999500,2.173121341,500
2.36,1.660341341,999499,2.18413458,500
2.37,1.66819534,999499,2.19527315,500
2.38,1.676124244,999499,2.206533285,500
2.39,1.684125834,999499,2.217911351,500
2.4,1.735230775,999498,2.22940384,500
2.41,1.743516326,999498,2.24100737,500
2.42,1.751871582,999498,2.252718673,500
2.43,1.774029171,999497,2.264534597,500
2.44,1.804872951,999495,2.276452099,500
2.45,1.825111267,999493,2.288468242,500
2.46,1.850512447,999488,2.30058019,500
2.47,1.876946704,999484,2.312785206,500
2.48,1.907458079,999482,2.325080645,500
2.49,1.934724123,999475,2.337463954,500
2.5,1.962444992,999467,2.349932669,500
2.51,1.996103498,999461,2.362484408,500
2.52,2.02403589,999454,2.375116871,500
2.53,2.055498323,999445,2.387827836,500
2.54,2.088324249,999433,2.400615156,500
2.55,2.122075746,999415,2.413476756,500
2.56,2.157948874,999398,2.426410631,500
2.57,2.194668146,999376,2.439414843,500
2.58,2.229353284,999346,2.45248752,500
2.59,2.267376204,999312,2.465626848,500
2.6,2.305383565,999264,2.478831078,500
2.61,2.346524395,999197,2.492098516,500
2.62,2.386658645,999128,2.505427522,500
2.63,2.429160588,999030,2.518816514,500
2.64,2.473067776,998924,2.532263956,500
2.65,2.517760023,998796,2.545768366,500
2.66,2.563648224,998657,2.559328307,500
2.67,2.611076398,998484,2.57294239,500
2.68,2.660299334,998285,2.586609268,500
2.69,2.711196164,998057,2.600327638,500
2.7,2.763339858,997749,2.614096239,500
2.71,2.817511283,997450,2.627913847,500
2.72,2.873259702,997066,2.64177928,500
2.73,2.930829923,996661,2.655691388,500
2.74,2.990396101,996156,2.669649061,500
2.75,3.051549565,995550,2.68365122,500
2.76,3.11490516,994894,2.69769682,500
2.77,3.180493278,994169,2.711784848,500
2.78,3.248036763,993296,2.725914322,500
2.79,3.317881708,992290,2.740084288,500
2.8,3.389701094,991099,2.754293821,500
2.81,3.463970618,989793,2.768542026,500
2.82,3.540885388,988357,2.78282803,500
2.83,3.620689305,986814,2.797150989,500
2.84,3.702771982,985044,2.811510083,500
2.85,3.787770146,983081,2.825904515,500
2.86,3.875511965,980896,2.840333511,500
2.87,3.965946213,978418,2.85479632,500
2.88,4.059466232,975706,2.869292212,500
2.89,4.156281527,972769,2.883820478,500
2.9,4.255900229,969471,2.898380429,500
2.91,4.358882516,965880,2.912971394,500
2.92,4.465261239,961970,2.927592723,500
2.93,4.574565316,957602,2.942243782,500
2.94,4.687420185,952878,2.956923955,500
2.95,4.804300994,947858,2.971632644,500
2.96,4.92463428,942375,2.986369266,500
2.97,5.048292523,936384,3.001133253,500
2.98,5.175680518,929928,3.015924055,500
2.99,5.306019058,922853,3.030741134,500
3,5.440317989,915315,3.045583968,500
3.01,5.579847339,907474,3.060452048,500
3.02,5.72258127,898973,3.075344878,500
3.03,5.869400442,889955,3.090261977,500
3.04,6.019714786,880290,3.105202873,500
3.05,6.175038445,870194,3.120167109,500
3.06,6.333044943,859326,3.135154238,500
3.07,6.495493553,847925,3.150163827,500
3.08,6.661132309,835842,3.165195451,500
3.09,6.833041243,823436,3.180248697,500
3.1,7.007291794,810238,3.195323162,500
3.11,7.186222761,796531,3.210418453,500
3.12,7.369175981,782259,3.225534188,500
3.13,7.558359921,767643,3.240669993,500
3.14,7.750334012,752344,3.255825503,500
3.15,7.945887063,736473,3.271000362,500
3.16,8.147151635,720254,3.286194224,500
