Distance,IDIM,LOCAL_COUNT,PIV_IDIM,PIV_COUNT
1.2,3.368757889,994633,3.20294262,500
1.21,3.3070932,995273,3.190659239,500
1.22,3.247315503,995813,3.178497648,500
1.23,3.189531475,996323,3.166460292,500
1.24,3.13367591,996791,3.154549676,500
1.25,3.07978395,997161,3.142768367,500
1.26,3.026865789,997501,3.131118993,500
1.27,2.975798922,997815,3.11960425,500
1.28,2.926297753,998057,3.108226899,500
1.29,2.878402005,998287,3.096989769,500
1.3,2.831774562,998454,3.085895761,500
1.31,2.786624717,998598,3.074947846,500
1.32,2.74272898,998743,3.064149073,500
1.33,2.700342459,998863,3.053502563,500
1.34,2.658967431,998961,3.04301152,500
1.35,2.619224935,999061,3.032679226,500
1.36,2.580182167,999149,3.022509049,500
1.37,2.543582656,999210,3.012504441,500
1.38,2.505993415,999270,3.002668943,500
1.39,2.469988559,999306,2.993006188,500
1.4,2.435688438,999336,2.983519903,500
1.41,2.403284393,999363,2.974213911,500
1.42,2.371058808,999394,2.965092136,500
1.43,2.338315149,999416,2.956158604,500
1.44,2.308665179,999432,2.947417451,500
1.45,2.281639742,999451,2.938872919,500
1.46,2.249374934,999455,2.930529367,500
1.47,2.219590414,999470,2.92239127,500
1.48,2.197909712,999475,2.914463226,500
1.49,2.163986457,999480,2.906749959,500
1.5,2.141676809,999485,2.899256323,500
1.51,2.118818363,999486,2.891987308,500
1.52,2.104942293,999487,2.884948044,500
1.53,2.063102913,999493,2.878143806,500
1.54,2.041026174,999494,2.871580022,500
1.55,2.03051584,999495,2.865262274,500
1.56,2.012072481,999496,2.859196309,500
1.57,1.982151592,999498,2.853388043,500
1.58,1.975492519,999498,2.847843566,500
1.59,1.968943865,999498,2.842569153,500
1.6,1.924788626,999499,2.837571268,500
1.61,1.891665211,999500,2.832856575,500
1.62,1.890930563,999500,2.828431942,500
1.63,1.890394965,999500,2.824304454,500
1.64,1.890064471,999500,2.820481419,500
1.65,1.88994537,999500,2.816970381,500
1.66,1.890044196,999500,2.813779123,500
1.67,1.890367739,999500,2.810915688,500
1.68,1.890923061,999500,2.808388381,500
1.69,1.891717509,999500,2.806205786,500
1.7,1.892758728,999500,2.804376775,500
1.71,1.89405468,999500,2.802910526,500
1.72,1.895613659,999500,2.80181653,500
1.73,1.893209625,999500,2.801104612,500
1.74,1.889051946,999500,2.800784941,500
1.75,1.885077651,999500,2.799010713,500
1.76,1.881290084,999500,2.778365994,500
1.77,1.877692658,999500,2.758146086,500
1.78,1.874288853,999500,2.738349622,500
1.79,1.871082223,999500,2.718975243,500
1.8,1.868076393,999500,2.700021602,500
1.81,1.865275064,999500,2.681487362,500
1.82,1.862682014,999500,2.663371193,500
1.83,1.860301101,999500,2.645671776,500
1.84,1.858136263,999500,2.6283878,500
1.85,1.856191525,999500,2.611517962,500
1.86,1.854470995,999500,2.595060968,500
1.87,1.852978874,999500,2.579015529,500
1.88,1.851719451,999500,2.563380365,500
1.89,1.850697113,999500,2.548154201,500
1.9,1.849916344,999500,2.533335771,500
1.91,1.84938173,999500,2.518923813,500
1.92,1.849097961,999500,2.504917072,500
1.93,1.849069836,999500,2.4913143,500
1.94,1.849302266,999500,2.478114254,500
1.95,1.849800277,999500,2.4653157,500
1.96,1.850569017,999500,2.452917409,500
1.97,1.851613757,999500,2.44091816,500
1.98,1.852939899,999500,2.429316742,500
1.99,1.852392806,999500,2.418111952,500
2,1.850136951,999500,2.407302597,500
2.01,1.846984737,999500,2.396887496,500
2.02,1.840417325,999500,2.386865479,500
2.03,1.834119424,999500,2.377235392,500
2.04,1.828090667,999500,2.367996092,500
2.05,1.822330686,999500,2.359146454,500
2.06,1.81683911,999500,2.350685371,500
2.07,1.811615563,999500,2.342611752,500
2.08,1.806659667,999500,2.334924526,500
2.09,1.801971039,999500,2.327622642,500
2.1,1.797549293,999500,2.32070507,500
2.11,1.793394041,999500,2.314170802,500
2.12,1.789504889,999500,2.308018852,500
2.13,1.78588144,999500,2.302248256,500
2.14,1.782523294,999500,2.296858071,500
2.15,1.779430046,999500,2.291847379,500
2.16,1.776601287,999500,2.287215282,500
2.17,1.774036605,999500,2.282960905,500
2.18,1.771735584,999500,2.279083393,500
2.19,1.769697801,999500,2.27558191,500
2.2,1.767922833,999500,2.27245564,500
2.21,1.76641025,999500,2.269703786,500
2.22,1.765159619,999500,2.267325564,500
2.23,1.764170502,999500,2.265320208,500
2.24,1.763442456,999500,2.263686964,500
2.25,1.762975035,999500,2.262425091,500
2.26,1.762767788,999500,2.261533856,500
2.27,1.762820259,999500,2.261012537,500
2.28,1.763131987,999500,2.260860418,500
2.29,1.763702509,999500,2.261076788,500
2.3,1.764531355,999500,2.26166094,500
2.31,1.76561805,999500,2.262612169,500
2.32,1.766962115,999500,2.263929772,500
2.33,1.768563067,999500,2.265613042,500
2.34,1.770420417,999500,2.267661273,500
2.35,1.772533672,999500,2.270073754,500
2.36,1.774902333,999500,2.27284977,500
2.37,1.777525898,999500,2.275988599,500
2.38,1.780403858,999500,2.279489513,500
2.39,1.7835357,999500,2.283351778,500
2.4,1.786920906,999500,2.287574649,500
2.41,1.790558954,999500,2.292157374,500
2.42,1.794449316,999500,2.297099189,500
2.43,1.798591458,999500,2.302399321,500
2.44,1.798295146,999500,2.308056986,500
2.45,1.793733674,999500,2.314071391,500
2.46,1.789508291,999500,2.320441728,500
2.47,1.785610825,999500,2.327167179,500
2.48,1.782033366,999500,2.334246916,500
2.49,1.778768255,999500,2.341680097,500
2.5,1.775808075,999500,2.349465869,500
2.51,1.773145641,999500,2.357603368,500
2.52,1.770773986,999500,2.366091717,500
2.53,1.768686352,999500,2.374930029,500
2.54,1.766876187,999500,2.384117406,500
2.55,1.765337128,999500,2.393652936,500
2.56,1.764062999,999500,2.403535701,500
2.57,1.763047804,999500,2.413764768,500
2.58,1.762285712,999500,2.424339198,500
2.59,1.76177106,999500,2.435258041,500
2.6,1.76149834,999500,2.446520336,500
2.61,1.761462196,999500,2.458125115,500
2.62,1.761657417,999500,2.470071402,500
2.63,1.762078932,999500,2.482358213,500
2.64,1.762721804,999500,2.494984557,500
2.65,1.763581226,999500,2.507949434,500
2.66,1.764652517,999500,2.521251842,500
2.67,1.765931114,999500,2.534890768,500
2.68,1.767412573,999500,2.548865198,500
2.69,1.769092561,999500,2.563174112,500
2.7,1.770966854,999500,2.577816485,500
2.71,1.773031334,999500,2.592791289,500
2.72,1.775281982,999500,2.608097493,500
2.73,1.77771488,999500,2.623734063,500
2.74,1.780326205,999500,2.639699962,500
2.75,1.783112223,999500,2.653896838,500
2.76,1.786069294,999500,2.660937757,500
2.77,1.789193861,999500,2.668262629,500
2.78,1.792482455,999500,2.67586646,500
2.79,1.795931684,999500,2.683744362,500
2.8,1.79953824,999500,2.691891547,500
2.81,1.803298889,999500,2.700303324,500
2.82,1.864342198,999499,2.708975098,500
2.83,1.868474422,999499,2.717902369,500
2.84,1.872759092,999499,2.727080727,500
2.85,1.877193084,999499,2.736505851,500
2.86,1.98296236,999498,2.746173508,500
2.87,1.987324547,999498,2.75607955,500
2.88,1.991843476,999498,2.766219911,500
2.89,1.996515758,999498,2.776590606,500
2.9,2.001338086,999498,2.787187731,500
2.91,2.006307236,999498,2.798007459,500
2.92,2.011418052,999497,2.809046036,500
2.93,2.035578969,999495,2.820299787,500
2.94,2.070195517,999492,2.831765105,500
2.95,2.08951005,999491,2.843438455,500
2.96,2.113867093,999489,2.855316374,500
2.97,2.136377966,999487,2.867395462,500
2.98,2.162957209,999480,2.87967239,500
2.99,2.18599476,999473,2.892143889,500
3,2.213404977,999467,2.904806759,500
3.01,2.244278843,999458,2.917657857,500
3.02,2.272047126,999449,2.930694105,500
3.03,2.299921122,999439,2.94391248,500
3.04,2.331722906,999416,2.957310023,500
3.05,2.363709964,999393,2.970883826,500
3.06,2.395770555,999368,2.984631043,500
3.07,2.428540444,999341,2.998548877,500
3.08,2.463486501,999305,3.01263459,500
3.09,2.498718407,999264,3.026885492,500
3.1,2.534790189,999204,3.041298947,500
3.11,2.572150911,999145,3.055872371,500
3.12,2.611271832,999070,3.070603225,500
3.13,2.650790056,998997,3.085489022,500
3.14,2.69163257,998896,3.100527323,500
3.15,2.734312238,998771,3.115715733,500
3.16,2.777761339,998646,3.131051904,500
3.17,2.82226452,998505,3.146533532,500
3.18,2.869098864,998348,3.16215836,500
3.19,2.916519911,998163,3.177924169,500
3.2,2.96555751,997944,3.193828787,500
3.21,3.016186133,997647,3.209870079,500
3.22,3.068636686,997324,3.221708007,500
3.23,3.122521071,996976,3.228236495,500
3.24,3.178412699,996567,3.23493913,500
3.25,3.235865045,996123,3.241811237,500
3.26,3.295150823,995565,3.248848306,500
3.27,3.356384661,994923,3.256045976,500
3.28,3.419453295,994208,3.263400031,500
3.29,3.484912783,993456,3.270906397,500
3.3,3.552302767,992577,3.278561135,500
3.31,3.622130885,991616,3.286360433,500
3.32,3.693821341,990474,3.294300604,500
3.33,3.768027817,989222,3.30237808,500
3.34,3.844298428,987741,3.310589409,500
3.35,3.923370617,986171,3.318931246,500
3.36,4.005106608,984443,3.327400356,500
3.37,4.089511125,982547,3.335993601,500
3.38,4.176394739,980386,3.344707944,500
3.39,4.26609167,978008,3.353540443,500
3.4,4.358456395,975346,3.362488244,500
3.41,4.454025888,972483,3.371548583,500
3.42,4.552735769,969384,3.380718779,500
3.43,4.653921475,965858,3.389996233,500
3.44,4.758199425,962014,3.399378422,500
3.45,4.866113423,957927,3.408862901,500
3.46,4.977551545,953529,3.418447296,500
3.47,5.092206895,948738,3.428129303,500
3.48,5.209786162,943470,3.437906688,500
3.49,5.3308051,937787,3.447777279,500
3.5,5.455826534,931773,3.457738969,500
3.51,5.584777029,925367,3.467789711,500
3.52,5.716404917,918339,3.477927517,500
3.53,5.852152525,910914,3.488150455,500
3.54,5.992384996,903105,3.498456649,500
3.55,6.136336017,894782,3.508844273,500
3.56,6.283938739,885914,3.519311556,500
3.57,6.433705752,876287,3.529856774,500
3.58,6.588638442,866311,3.54047825,500
3.59,6.747666084,855818,3.551174356,500
3.6,6.910346701,844743,3.561943505,500
3.61,7.07768532,833208,3.572784155,500
3.62,7.247653981,820977,3.583694807,500
3.63,7.421615944,808205,3.594673999,500
3.64,7.600044261,794970,3.605720312,500
3.65,7.782722399,781235,3.616832362,500
3.66,7.969495482,766991,3.628008802,500
3.67,8.159492126,752177,3.639248321,500
3.68,8.352124794,736771,3.650549643,500
3.69,8.548986155,720953,3.661911523,500
3.7,8.753278191,704985,3.67333275,500
3.71,8.959846704,688452,3.684812145,500
3.72,9.169941906,671505,3.696348557,500
3.73,9.384119895,654218,3.707940864,500
3.74,9.604253742,636738,3.719587976,500
3.75,9.828636151,618973,3.731288826,500
3.76,10.05573734,600871,3.743042378,500
3.77,10.28502643,582448,3.754847618,500
3.78,10.52190878,564054,3.766703559,500
3.79,10.76095975,545413,3.778609238,500
3.8,11.00420059,526693,3.790563717,500
3.81,11.25051409,507866,3.802566079,500
3.82,11.5008453,489038,3.81461543,500
3.83,11.75091721,470068,3.826710897,500
3.84,12.01626034,451627,3.838851629,500
3.85,12.27318541,432818,3.851036795,500
3.86,12.53156354,414113,3.863265584,500
3.87,12.79966348,395825,3.875537202,500
3.88,13.06559013,377608,3.887850878,500
3.89,13.32898948,359516,3.900205854,500
3.9,13.59945148,341871,3.912601395,500
3.91,13.88077801,324759,3.925036777,500
3.92,14.14739552,307630,3.937511299,500
3.93,14.43918817,291395,3.950024271,500
3.94,14.72199031,275330,3.962575022,500
3.95,15.01736102,259888,3.975162895,500
3.96,15.31438339,244878,3.987787246,500
3.97,15.60710004,230230,4.00044745,500
3.98,15.90348135,216110,4.013142892,500
3.99,16.20402092,202520,4.025872972,500
4,16.51314334,189525,4.038637104,500
4.01,16.81451931,176949,4.051434714,500
4.02,17.12581575,164984,4.06426524,500
4.03,17.46057399,153731,4.077128135,500
4.04,17.78850165,142897,4.09002286,500
4.05,18.1211995,132593,4.102948891,500
4.06,18.45426326,122784,4.115905714,500
4.07,18.77529892,113386,4.128892826,500
4.08,19.12864813,104678,4.141909734,500
4.09,19.44709618,96272,4.154955957,500
4.1,19.77601594,88415,4.168031023,500
4.11,20.10874373,81057,4.18113447,500
4.12,20.43302826,74132,4.194265847,500
4.13,20.78751166,67764,4.207424709,500
4.14,21.14559322,61818,4.220610625,500
4.15,21.48310754,56221,4.23382317,500
4.16,21.84123582,51076,4.247061927,500
4.17,22.17156639,46251,4.260326489,500
4.18,22.55352359,41893,4.273616458,500
4.19,22.83819696,37705,4.286931442,500
4.2,23.24569064,34051,4.300271058,500
4.21,23.53912075,30532,4.313634932,500
4.22,23.8848463,27389,4.327022694,500
4.23,24.27450903,24566,4.340433984,500
4.24,24.6928876,22005,4.353868449,500
4.25,24.9951234,19578,4.367325743,500
4.26,25.2889013,17382,4.380805525,500
4.27,25.74394329,15497,4.394307463,500
4.28,26.08972549,13727,4.40783123,500
4.29,26.48688186,12158,4.421376506,500
4.3,26.95511936,10769,4.434942976,500
4.31,27.32261568,9483,4.448530333,500
4.32,27.75486559,8351,4.462138274,500
4.33,28.18104491,7334,4.475766503,500
4.34,28.68970021,6443,4.489414729,500
4.35,28.92523352,5594,4.503082666,500
4.36,28.98690004,4824,4.516770035,500
4.37,29.69978714,4242,4.530476561,500
4.38,30.2090044,3688,4.544201974,500
4.39,30.63309631,3193,4.55794601,500
4.4,30.90593007,2746,4.571708408,500
4.41,31.41399696,2373,4.585488914,500
4.42,31.66511531,2028,4.599287277,500
4.43,31.76582629,1726,4.613103251,500
4.44,31.35658077,1445,4.626936595,500
4.45,31.61035407,1235,4.640787073,500
4.46,31.67614959,1050,4.654654451,500
4.47,32.31933888,907,4.6685385,500
